año,kilometraje,cilindraje,marca,combustible,tipo_transmision,traccion,uso,zona,falla_frenos,falla_motor,falla_llantas,falla_direccion,falla_suspension,falla_luces,falla_espejos,resultado
2020,57726,1800,Mazda,gasolina,manual,4x2,particular,rural,0,1,0,0,0,0,0,1
2020,24338,1200,Kia,gasolina,automatica,4x2,particular,urbano,0,1,0,0,1,0,0,1
2021,74790,1000,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,0,0,1,0,0,0
2004,450000,1400,Renault,gasolina,manual,4x2,publico,urbano,1,0,1,0,0,1,1,1
2006,222318,1400,Chevrolet,gasolina,automatica,4x2,particular,rural,0,1,1,1,1,0,0,1
2017,161891,2500,Mitsubishi,gas,manual,4x4,publico,rural,0,1,1,0,0,1,0,1
2012,161200,1200,Chevrolet,gasolina,manual,4x2,particular,urbano,1,1,1,0,1,0,0,1
1998,450000,1400,Chevrolet,diesel,manual,4x4,publico,rural,1,1,0,1,0,0,1,1
2003,211438,1600,Kia,gasolina,manual,4x2,particular,rural,0,1,1,1,1,1,0,0
2000,417117,1500,Toyota,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,0,1,0
2013,154311,1200,Fiat,gasolina,automatica,4x2,particular,urbano,0,0,0,0,1,1,0,0
2016,218123,2000,Ford,gasolina,manual,4x4,publico,rural,1,1,1,1,0,0,1,1
2002,318302,1600,Suzuki,diesel,automatica,4x2,particular,urbano,1,1,1,1,1,1,1,1
2001,379438,1400,Renault,gas,manual,4x2,particular,urbano,0,1,0,1,1,0,0,0
1999,414791,1800,Mazda,gasolina,manual,4x2,particular,urbano,0,1,0,1,1,1,1,0
2020,146758,1400,Renault,gasolina,manual,4x2,publico,urbano,0,0,0,1,0,0,1,0
2006,253681,2000,Volkswagen,diesel,manual,4x2,particular,rural,0,1,0,0,1,1,1,0
2014,201912,1200,Renault,diesel,manual,4x2,particular,rural,0,1,0,0,0,1,0,0
2017,54038,1800,Toyota,diesel,manual,4x4,particular,urbano,0,0,0,1,0,0,0,0
2001,312900,2400,Hyundai,gasolina,automatica,4x2,particular,urbano,0,0,1,0,1,0,1,0
2002,377204,1400,Chevrolet,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,1,0,1
2009,263565,1600,Ford,diesel,manual,4x4,particular,rural,0,0,1,1,1,1,0,1
2006,250807,1400,Toyota,gas,manual,4x2,particular,urbano,0,0,0,1,0,0,1,0
2020,59446,1500,Hyundai,diesel,automatica,4x2,particular,rural,0,0,1,0,0,0,1,0
2013,160470,1200,Kia,gasolina,automatica,4x2,publico,rural,1,0,1,0,1,0,0,1
2010,450000,1200,Chevrolet,gasolina,manual,4x4,publico,rural,1,1,1,0,1,1,0,1
2012,211716,1500,Renault,gasolina,manual,4x4,particular,rural,1,1,0,1,1,0,0,1
2018,45146,1600,Ford,gasolina,automatica,4x2,particular,rural,0,0,0,1,0,0,0,0
2001,323539,1200,Kia,diesel,automatica,4x4,particular,urbano,1,0,1,0,1,0,1,1
2000,239185,1500,Renault,gas,manual,4x2,particular,urbano,1,1,1,0,1,1,1,1
2014,147534,1400,Ford,diesel,automatica,4x2,particular,urbano,1,0,0,0,1,0,0,0
2003,327808,1200,Renault,gasolina,manual,4x2,particular,urbano,0,1,0,0,1,1,0,0
2008,325983,1600,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,0,1,1,0,0,0
2014,116046,1500,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,1,1,0,1,1,0,0
2016,124586,1200,Chevrolet,gasolina,manual,4x2,particular,urbano,1,1,0,1,1,0,0,0
2019,75876,2400,Hyundai,gas,manual,4x2,particular,urbano,0,0,0,0,0,0,1,0
2014,340584,1000,Renault,gasolina,automatica,4x2,publico,urbano,1,1,1,1,0,1,0,1
2020,75672,1800,Dodge,gasolina,manual,4x4,publico,urbano,0,0,1,1,0,1,0,1
1999,412457,1800,Toyota,gasolina,manual,4x4,particular,urbano,1,1,0,1,0,0,0,1
2004,450000,1200,Chevrolet,gasolina,manual,4x2,publico,rural,1,1,1,1,1,1,1,1
1999,387091,1200,Chevrolet,gasolina,manual,4x2,particular,rural,1,0,1,1,1,0,0,0
2007,325790,1800,Volkswagen,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,1,0
2021,49430,1200,Renault,diesel,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2001,435296,1600,Nissan,gasolina,manual,4x2,particular,urbano,0,0,1,1,1,0,0,0
1998,263346,1800,Volkswagen,gasolina,manual,4x4,particular,urbano,1,1,1,1,0,1,1,1
2021,60083,1500,Renault,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2015,176606,1400,Mazda,gasolina,automatica,4x4,particular,rural,1,0,0,0,0,0,1,0
2001,244352,1000,Renault,diesel,manual,4x2,particular,rural,0,1,1,1,1,1,0,0
2001,388339,1200,Chevrolet,diesel,manual,4x4,publico,urbano,0,1,1,1,1,1,1,1
2008,317485,1200,Suzuki,gas,manual,4x2,particular,urbano,1,0,1,0,0,0,0,1
2011,257713,1000,Kia,diesel,automatica,4x2,particular,rural,1,0,0,1,1,0,0,0
2011,164897,1500,Hyundai,diesel,manual,4x2,particular,urbano,0,0,1,1,0,1,0,1
2002,365461,1400,Honda,gasolina,automatica,4x2,particular,urbano,1,1,1,0,1,1,1,1
2022,31092,2400,Nissan,gasolina,automatica,4x4,particular,urbano,0,0,0,0,0,0,0,0
2021,36419,1600,Renault,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,0,0,0
2006,327042,1800,Ford,gasolina,manual,4x4,particular,urbano,1,0,0,1,0,1,1,0
2012,366126,1400,Renault,gasolina,manual,4x2,publico,rural,1,0,0,1,1,1,1,1
2014,197967,1400,Renault,gasolina,automatica,4x2,particular,rural,0,0,1,1,0,1,0,1
2015,126856,1500,Chevrolet,gasolina,automatica,4x2,particular,rural,0,1,0,0,1,1,0,0
2014,212013,1400,Chevrolet,gasolina,manual,4x2,particular,rural,0,1,1,1,1,0,1,1
1998,391009,1400,Chevrolet,gasolina,manual,4x4,particular,urbano,0,1,1,0,1,1,0,1
2009,450000,1800,Ford,gasolina,automatica,4x2,publico,rural,1,1,1,1,1,1,1,0
2011,220825,2000,Mazda,gasolina,manual,4x2,particular,urbano,1,0,0,0,1,0,0,1
1999,427990,1000,Chevrolet,gasolina,manual,4x4,publico,urbano,1,1,1,1,1,1,0,1
2017,113597,1400,Renault,diesel,automatica,4x4,particular,urbano,0,0,0,0,0,0,1,0
2000,450000,1500,Nissan,gas,automatica,4x2,publico,rural,1,1,1,0,1,1,1,1
2004,210538,1000,Kia,gas,automatica,4x2,particular,rural,0,1,1,1,1,1,0,1
1998,419205,2000,Honda,diesel,manual,4x2,particular,urbano,1,1,1,1,1,0,1,1
2018,83691,1500,Renault,diesel,manual,4x4,particular,urbano,1,0,0,1,0,0,0,1
2012,145687,2000,Toyota,gasolina,automatica,4x2,particular,rural,0,1,1,0,0,0,0,1
2010,251364,2000,Peugeot,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,1,0,1
2008,420697,1800,Hyundai,gasolina,manual,4x2,publico,rural,1,1,1,1,1,0,1,1
2012,252106,1200,Renault,gasolina,manual,4x2,publico,rural,0,1,1,1,1,1,1,1
2018,186750,2500,Mitsubishi,gasolina,manual,4x2,publico,urbano,1,0,1,0,1,1,1,1
2010,201539,1400,Chevrolet,diesel,automatica,4x2,particular,urbano,0,0,0,1,0,0,1,0
2014,204490,1600,Ford,diesel,manual,4x2,publico,urbano,0,0,0,0,0,0,0,1
2018,138120,2000,Mazda,gasolina,automatica,4x2,publico,urbano,1,0,0,1,0,0,1,1
2017,181300,1200,Chevrolet,gasolina,manual,4x2,publico,urbano,1,0,0,0,1,0,0,1
2022,28010,1200,Chevrolet,gasolina,manual,4x4,particular,urbano,1,0,0,0,0,0,0,0
2015,156978,1500,Chevrolet,diesel,automatica,4x4,particular,urbano,0,0,1,1,0,1,0,1
2014,258383,1400,Honda,gasolina,manual,4x2,publico,urbano,1,1,0,0,1,1,1,1
2015,128853,2000,Ford,gasolina,automatica,4x2,particular,rural,0,0,0,0,1,0,1,0
2002,450000,2400,Honda,gasolina,automatica,4x2,particular,urbano,1,1,0,1,0,1,1,1
2015,141560,1400,Suzuki,gasolina,automatica,4x2,particular,rural,1,1,1,0,1,1,0,1
2021,48880,1600,Chevrolet,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,0,0,1
2019,95565,1600,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,1,1,1,0,1,0,1
2004,268313,1500,Chevrolet,gasolina,manual,4x2,particular,rural,1,0,1,1,1,1,0,1
2002,450000,1000,Renault,gasolina,manual,4x2,publico,rural,1,0,0,1,1,1,1,1
2017,102497,1800,Hyundai,gasolina,manual,4x2,particular,rural,0,0,0,0,1,1,0,0
2005,223829,1500,Renault,gasolina,manual,4x2,particular,urbano,0,1,0,0,1,0,0,0
2019,67771,1600,Kia,gas,automatica,4x2,particular,urbano,0,0,1,0,0,0,1,0
2003,223707,1200,Renault,gas,manual,4x2,particular,rural,0,1,1,1,1,1,0,1
2002,269524,1400,Toyota,gasolina,manual,4x2,particular,urbano,0,0,1,1,1,1,1,1
2001,450000,1600,Renault,diesel,manual,4x2,particular,rural,0,1,1,1,1,0,0,1
2008,203430,1500,Mazda,gasolina,automatica,4x2,particular,rural,1,1,1,1,1,0,0,1
2010,322938,1600,Toyota,gasolina,manual,4x4,publico,urbano,1,1,0,1,1,0,1,1
2009,362207,1000,Chevrolet,diesel,manual,4x2,publico,urbano,1,1,1,1,1,1,0,1
2014,103426,2400,Dodge,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,1,0
2009,291819,2500,Mitsubishi,gasolina,automatica,4x4,particular,urbano,0,1,0,0,0,1,0,0
2005,176117,1600,Fiat,gasolina,manual,4x4,particular,urbano,1,1,1,0,0,0,1,1
2002,386155,1200,Kia,gasolina,manual,4x2,particular,rural,0,0,1,0,1,0,0,0
2004,300370,2400,Honda,diesel,manual,4x2,particular,urbano,0,1,0,0,1,1,1,0
2014,155603,1000,Kia,gasolina,manual,4x2,particular,urbano,1,1,0,0,0,0,0,0
2019,71498,1400,Mazda,diesel,automatica,4x2,particular,urbano,1,0,0,0,0,1,0,1
2013,341954,2400,Ford,gas,manual,4x2,publico,urbano,1,1,1,1,1,1,0,1
1998,375319,1800,Dodge,gasolina,manual,4x2,particular,urbano,1,0,1,1,1,1,0,0
2022,48865,2000,Toyota,gasolina,manual,4x2,publico,rural,0,0,1,1,1,0,0,1
2009,142906,1600,Mazda,gasolina,automatica,4x2,particular,rural,0,1,0,0,1,0,0,0
2000,419196,2500,Dodge,gasolina,manual,4x2,particular,rural,1,1,1,1,1,1,1,1
2017,209724,1500,Ford,gasolina,manual,4x4,publico,rural,0,0,0,0,1,0,1,0
1998,389449,1000,Renault,gasolina,automatica,4x2,particular,rural,1,1,0,1,1,1,1,1
2023,19059,1600,Chevrolet,gasolina,manual,4x2,publico,rural,0,1,0,0,1,0,0,1
1998,450000,2400,Hyundai,diesel,manual,4x2,particular,urbano,1,1,1,0,0,1,1,1
2004,450000,1000,Kia,gasolina,automatica,4x2,particular,urbano,1,1,0,0,1,1,1,1
1998,225733,1400,Suzuki,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,0,1,1
2016,43165,1600,Chevrolet,gasolina,automatica,4x2,particular,rural,1,0,0,0,0,0,0,0
2014,146870,1600,Hyundai,diesel,automatica,4x2,particular,urbano,0,0,0,1,0,1,1,0
2015,147804,1500,Renault,diesel,automatica,4x2,particular,rural,1,1,0,1,1,0,0,1
2021,108112,1400,Renault,gasolina,manual,4x2,publico,urbano,0,1,0,0,0,0,0,1
2018,73050,1400,Hyundai,diesel,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2003,340616,1500,Volkswagen,gas,manual,4x2,particular,urbano,0,1,1,0,1,1,1,1
2004,364932,1400,Mazda,gasolina,automatica,4x2,particular,urbano,1,1,0,0,0,0,0,1
2002,315149,1800,Nissan,gasolina,manual,4x2,particular,urbano,1,0,1,1,1,1,1,1
2017,86317,1600,Renault,gasolina,automatica,4x2,particular,urbano,1,0,0,0,1,0,0,0
2010,286576,1600,Renault,gasolina,automatica,4x2,particular,urbano,1,1,0,1,1,0,1,1
2001,354670,1800,Honda,gasolina,automatica,4x2,particular,rural,1,1,1,0,1,0,1,1
2019,52763,1400,Volkswagen,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,0,1,0
2019,203171,1400,Mazda,gasolina,manual,4x2,publico,urbano,0,1,1,0,0,0,0,0
2004,266875,1200,Kia,diesel,automatica,4x4,particular,urbano,0,1,0,1,0,1,1,0
2013,149942,1800,Mazda,gasolina,manual,4x2,publico,urbano,1,1,0,0,0,1,0,1
1998,450000,1600,Chevrolet,gasolina,automatica,4x2,publico,urbano,1,0,1,1,1,1,0,1
2000,350885,1600,Renault,gasolina,manual,4x2,publico,urbano,1,1,1,1,1,1,1,1
2022,26574,2400,Nissan,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2005,289860,2400,Toyota,gasolina,manual,4x2,particular,urbano,0,1,1,1,1,1,0,1
2007,218853,2000,Ford,gasolina,automatica,4x2,particular,urbano,0,0,0,1,0,0,1,0
2015,143055,1800,Mazda,gas,manual,4x2,particular,urbano,0,1,1,0,0,0,0,1
2004,274107,2400,Toyota,gas,automatica,4x2,particular,urbano,0,0,1,1,0,1,1,0
2022,63048,1400,Kia,gasolina,manual,4x2,publico,urbano,1,0,0,0,0,0,0,1
2011,323465,1600,Kia,diesel,automatica,4x2,publico,urbano,1,0,1,0,1,1,0,1
2010,302773,1500,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,1,1,1,0,1,1
2008,309050,1600,Toyota,gasolina,automatica,4x2,particular,rural,0,1,1,1,1,1,1,1
2021,51717,1800,Volkswagen,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,0,0,1
1998,445253,1200,Chevrolet,diesel,automatica,4x2,particular,urbano,0,1,1,1,1,1,1,1
2008,450000,2400,Honda,gasolina,automatica,4x2,publico,rural,0,0,1,1,1,1,1,1
2021,44698,2400,Nissan,gasolina,automatica,4x2,particular,urbano,0,1,0,0,0,1,0,0
1999,450000,1500,Renault,gasolina,manual,4x2,particular,rural,1,1,1,1,1,0,0,1
2015,130751,1600,Chevrolet,diesel,manual,4x2,publico,rural,0,0,0,1,0,0,0,0
2020,49671,1500,Kia,gasolina,automatica,4x4,particular,urbano,0,1,0,1,0,0,0,1
1999,398272,2400,Peugeot,gasolina,automatica,4x2,particular,rural,1,0,1,1,1,0,1,0
2016,104760,2400,Hyundai,gasolina,manual,4x4,particular,rural,1,1,0,1,1,0,0,1
2002,447449,1400,Renault,gasolina,manual,4x2,publico,rural,0,0,0,1,1,1,1,0
2012,294397,1400,Kia,gas,manual,4x2,particular,urbano,0,1,0,1,0,0,0,1
1999,341184,1400,Chevrolet,diesel,manual,4x2,particular,rural,1,1,0,1,1,1,0,1
1999,233863,1500,Chevrolet,diesel,manual,4x2,particular,urbano,1,1,1,1,1,1,1,1
2009,176982,1400,Nissan,diesel,manual,4x2,particular,urbano,0,1,0,1,1,0,1,1
2012,213456,2000,Nissan,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,1,0,1
1998,315265,2000,Nissan,gasolina,automatica,4x2,particular,urbano,0,1,1,0,0,1,1,1
2009,224421,1600,Nissan,diesel,automatica,4x2,particular,urbano,1,0,1,1,1,1,1,1
2012,224275,1400,Renault,gasolina,manual,4x4,particular,urbano,0,0,1,0,1,0,0,1
2019,83069,1400,Toyota,gasolina,automatica,4x2,particular,urbano,0,0,1,0,0,0,0,0
2005,293793,1500,Nissan,diesel,manual,4x2,particular,rural,1,1,0,1,1,1,1,1
2009,363698,1500,Kia,gasolina,manual,4x4,publico,urbano,1,1,1,1,0,1,0,1
2020,115644,2400,Toyota,gasolina,automatica,4x2,publico,rural,0,1,0,0,1,0,0,1
1999,314087,1500,Suzuki,diesel,manual,4x2,particular,urbano,1,1,1,1,1,0,1,1
1998,450000,2400,Toyota,gasolina,manual,4x2,particular,rural,0,1,0,1,1,1,0,1
2016,121583,1200,Chevrolet,diesel,automatica,4x4,particular,rural,1,1,0,0,1,0,0,1
2017,54510,1600,Chevrolet,gasolina,manual,4x2,particular,rural,1,1,0,0,0,0,1,1
2009,384560,1000,Kia,diesel,automatica,4x4,publico,urbano,1,1,1,1,0,0,0,1
2015,93679,2000,Ford,gasolina,manual,4x4,particular,rural,1,0,0,0,1,1,1,1
2012,175434,1400,Renault,gasolina,automatica,4x4,particular,rural,0,1,1,0,0,0,0,1
2011,198235,1800,Mazda,gasolina,automatica,4x4,particular,rural,0,1,1,1,1,1,1,1
1999,450000,1600,Renault,gas,manual,4x2,publico,rural,0,1,1,1,1,1,0,1
2012,264140,2400,Toyota,gasolina,automatica,4x2,publico,urbano,0,0,0,1,0,1,1,1
2013,127138,1600,Mazda,gasolina,automatica,4x2,particular,urbano,1,1,0,1,0,0,0,1
2003,382037,3000,Peugeot,gasolina,manual,4x2,publico,urbano,1,1,0,1,1,1,1,1
1998,450000,1000,Chevrolet,gasolina,manual,4x2,publico,urbano,1,1,0,1,1,1,1,1
2013,200410,1200,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,0,0,1,0,1,1
2019,95095,2400,Mitsubishi,gasolina,automatica,4x4,particular,rural,0,0,0,1,0,0,0,0
2003,450000,1500,Chevrolet,diesel,manual,4x2,publico,urbano,0,1,1,0,1,0,1,1
2011,185836,1600,Volkswagen,gasolina,automatica,4x4,particular,urbano,1,1,1,1,0,1,1,1
2001,155069,1400,Toyota,gas,automatica,4x2,particular,urbano,1,1,1,1,1,1,1,1
1999,450000,1400,Toyota,gasolina,manual,4x2,publico,urbano,1,0,0,1,1,1,1,0
2009,208259,2000,Hyundai,gasolina,automatica,4x2,particular,urbano,1,0,1,1,0,0,1,1
2019,98705,1200,Renault,gasolina,automatica,4x2,publico,urbano,1,1,0,0,0,0,0,1
2016,142846,1800,Ford,gasolina,automatica,4x2,particular,urbano,0,0,1,0,0,0,1,1
2011,434768,1600,Hyundai,gasolina,automatica,4x2,publico,urbano,0,1,1,1,1,0,0,1
2012,226824,1800,Mazda,gasolina,manual,4x4,particular,rural,1,1,1,0,1,0,1,1
2012,200768,2000,Honda,diesel,manual,4x2,particular,urbano,0,0,1,0,1,0,1,0
2006,382919,3500,Peugeot,gasolina,automatica,4x2,particular,rural,1,1,1,0,1,1,0,1
2005,334333,1000,Renault,diesel,manual,4x2,particular,rural,1,1,1,1,1,0,0,1
2001,320635,1800,Toyota,gasolina,automatica,4x2,particular,rural,1,1,1,1,1,1,0,1
2015,91848,1600,Renault,gasolina,automatica,4x2,particular,urbano,1,1,0,0,0,1,1,0
2011,151971,1600,Kia,gasolina,manual,4x4,particular,urbano,1,0,0,1,0,0,1,0
2020,56212,1200,Renault,gasolina,automatica,4x2,particular,rural,0,0,0,0,1,0,0,0
2014,105778,1000,Chevrolet,gasolina,automatica,4x4,particular,rural,0,1,1,1,0,0,0,1
2012,121144,1800,Honda,gasolina,automatica,4x4,particular,urbano,1,0,1,0,1,1,0,1
2022,30596,1200,Kia,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2016,146533,1600,Nissan,gasolina,manual,4x2,particular,rural,1,0,0,1,1,1,1,0
2007,231315,1200,Suzuki,gasolina,manual,4x2,particular,rural,1,1,1,1,1,1,0,1
2019,89187,1400,Toyota,diesel,manual,4x2,particular,urbano,1,0,0,1,0,0,0,1
2015,120663,1500,Chevrolet,gas,manual,4x2,particular,urbano,1,0,0,0,0,0,1,1
2023,10458,1800,Ford,gasolina,manual,4x2,particular,rural,0,0,0,0,1,0,0,0
2004,400278,1000,Kia,gasolina,automatica,4x2,particular,rural,1,0,0,1,1,1,1,1
2005,236573,1600,Renault,gasolina,manual,4x4,particular,rural,1,1,0,1,1,0,1,1
2018,106039,1000,Chevrolet,diesel,manual,4x2,particular,urbano,0,0,1,0,0,1,0,0
2022,31079,1500,Honda,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2012,404719,2000,Mitsubishi,gasolina,manual,4x2,publico,urbano,0,0,0,1,1,0,1,0
2020,50099,1200,Suzuki,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2022,40120,1500,Chevrolet,diesel,manual,4x2,publico,urbano,0,0,0,0,0,0,0,1
2012,258964,2400,Mazda,gasolina,automatica,4x2,particular,urbano,0,0,1,0,1,0,0,0
2010,343234,1600,Chevrolet,gasolina,automatica,4x2,publico,urbano,0,1,1,1,1,1,1,1
2008,285304,1600,Chevrolet,gasolina,manual,4x4,particular,urbano,0,0,1,1,0,1,0,0
2003,294469,1400,Renault,gas,automatica,4x2,particular,rural,1,1,1,0,0,1,1,1
2021,53806,1200,Renault,diesel,automatica,4x2,particular,urbano,0,1,0,0,0,0,0,0
2000,256511,2400,Toyota,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,1,0,0
2013,140131,2400,Ford,gasolina,manual,4x2,publico,rural,1,1,1,1,1,1,1,1
2008,206119,2400,Mazda,gasolina,automatica,4x2,particular,urbano,1,1,0,1,0,1,1,1
2004,450000,1600,Nissan,diesel,automatica,4x2,publico,rural,1,1,0,0,1,1,0,1
2000,306570,1500,Hyundai,gasolina,automatica,4x2,particular,urbano,1,0,1,0,0,1,0,1
2008,244502,1200,Renault,gasolina,automatica,4x2,particular,urbano,1,1,0,1,1,1,1,1
2003,333154,1400,Chevrolet,gasolina,manual,4x2,particular,urbano,1,0,0,1,1,1,1,1
2005,233666,1600,Chevrolet,gasolina,automatica,4x2,particular,urbano,1,1,0,1,0,1,0,1
2000,450000,1200,Renault,gasolina,manual,4x4,publico,urbano,1,1,1,0,1,1,1,0
2020,70513,1800,Toyota,gasolina,automatica,4x4,publico,urbano,0,0,1,0,1,1,0,0
2002,450000,2400,Toyota,diesel,automatica,4x2,publico,urbano,1,0,1,1,1,1,1,1
2020,152587,2400,Mazda,gasolina,manual,4x2,publico,urbano,1,0,0,0,0,0,1,1
2021,48807,1500,Renault,gasolina,manual,4x2,particular,urbano,0,0,0,1,0,0,0,0
1998,450000,1400,Toyota,gasolina,manual,4x4,publico,urbano,1,0,1,0,1,1,1,1
2017,235526,1400,Renault,gasolina,automatica,4x2,publico,urbano,1,0,0,0,1,0,0,0
2019,74624,1800,Ford,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2008,397704,1200,Renault,gasolina,manual,4x2,publico,rural,1,1,1,1,0,0,0,1
2023,23994,1000,Chevrolet,gasolina,manual,4x4,publico,rural,0,0,0,1,0,1,0,0
2014,169665,2000,Volkswagen,gasolina,automatica,4x2,particular,rural,1,1,1,0,1,0,1,1
2019,84251,1500,Toyota,gasolina,automatica,4x4,particular,rural,1,0,0,0,1,0,1,0
2019,74636,1000,Kia,gasolina,automatica,4x2,particular,urbano,0,1,0,0,0,0,0,0
2015,89611,1500,Nissan,diesel,automatica,4x2,particular,rural,0,0,1,0,0,0,0,1
2008,198644,1400,Ford,gas,automatica,4x4,particular,rural,1,0,1,1,0,0,1,1
2009,245345,2000,Nissan,gasolina,manual,4x4,particular,rural,0,0,1,1,0,1,0,0
2007,155676,2400,Mazda,diesel,manual,4x2,particular,rural,1,1,1,1,1,1,1,1
2009,263998,1500,Renault,gasolina,automatica,4x2,particular,rural,1,1,0,1,0,0,0,0
2003,450000,1000,Kia,gasolina,automatica,4x2,publico,urbano,1,0,1,0,0,0,1,1
2008,450000,1200,Chevrolet,gasolina,manual,4x2,publico,rural,0,0,1,1,1,0,1,0
2006,282025,1600,Ford,gasolina,manual,4x2,particular,urbano,1,1,0,0,1,1,0,1
2011,195629,1400,Kia,gasolina,manual,4x2,particular,rural,0,0,1,0,1,0,0,0
2016,120511,1600,Renault,gasolina,automatica,4x2,particular,rural,0,1,1,0,0,0,0,0
2013,170508,1400,Chevrolet,gasolina,manual,4x2,particular,rural,1,1,1,1,0,0,1,1
2020,41344,1500,Mazda,gasolina,automatica,4x2,particular,rural,0,0,1,0,0,0,0,1
2014,245994,1000,Renault,gas,manual,4x2,publico,urbano,1,1,0,1,0,0,1,1
2007,261837,3500,Peugeot,gasolina,manual,4x2,particular,urbano,0,1,1,1,1,1,0,0
1998,450000,3000,Mitsubishi,diesel,automatica,4x2,publico,rural,1,0,0,1,1,0,1,0
2015,138650,1600,Volkswagen,gasolina,manual,4x2,publico,urbano,1,0,0,0,1,0,0,0
2006,246369,1400,Volkswagen,gasolina,automatica,4x4,particular,rural,0,0,0,0,0,0,1,0
2009,259728,2400,Volkswagen,diesel,manual,4x2,particular,rural,1,0,1,1,0,1,0,1
2007,274736,1400,Chevrolet,gasolina,automatica,4x4,particular,urbano,1,1,1,1,1,1,0,1
2012,234718,1600,Nissan,gasolina,automatica,4x4,particular,urbano,1,0,1,1,0,1,1,1
2005,313853,1800,Nissan,gasolina,manual,4x4,particular,urbano,0,0,1,1,1,1,0,0
2008,260657,1500,Nissan,gasolina,manual,4x4,particular,rural,0,1,0,1,1,0,0,0
2006,280583,1500,Kia,gasolina,automatica,4x4,particular,rural,1,1,0,0,1,0,1,1
2004,349166,2400,Hyundai,diesel,manual,4x4,particular,rural,1,1,1,1,1,1,0,1
2010,163949,2000,Toyota,gasolina,manual,4x2,particular,urbano,0,1,1,1,0,0,0,1
2007,306541,1500,Honda,gasolina,manual,4x4,particular,urbano,1,1,1,1,1,1,1,1
2011,170533,1800,Mazda,gasolina,automatica,4x4,particular,urbano,0,0,1,1,0,0,0,0
2001,256122,1000,Renault,gasolina,automatica,4x4,particular,rural,0,0,1,1,1,0,1,1
2023,21487,2000,Volkswagen,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2004,228066,2000,Hyundai,gasolina,automatica,4x2,particular,urbano,0,0,1,0,1,1,1,1
2016,33262,1200,Kia,gasolina,manual,4x2,particular,rural,1,1,0,0,0,0,0,0
2001,237646,1800,Volkswagen,gasolina,automatica,4x2,particular,rural,0,0,1,1,0,1,1,0
2015,138662,1200,Chevrolet,diesel,automatica,4x2,particular,urbano,1,1,0,0,0,1,0,1
2011,415500,1600,Mazda,gasolina,automatica,4x2,publico,urbano,1,1,1,0,1,1,1,1
1999,355167,1400,Chevrolet,gasolina,manual,4x2,particular,rural,1,1,1,1,1,0,0,1
2001,450000,2400,Toyota,diesel,manual,4x2,particular,urbano,1,1,1,1,1,0,1,1
2022,30347,1500,Chevrolet,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
1998,332862,1600,Chevrolet,gasolina,automatica,4x4,particular,urbano,1,1,0,1,1,0,1,1
2005,450000,1400,Chevrolet,gasolina,manual,4x4,publico,rural,1,1,0,1,1,1,1,1
2013,170543,1800,Honda,gasolina,automatica,4x2,particular,urbano,0,1,1,1,1,1,0,1
2021,42280,1400,Kia,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2011,131439,1000,Kia,gasolina,manual,4x4,particular,rural,0,1,0,1,0,0,1,1
2015,282908,1400,Hyundai,gasolina,manual,4x2,publico,rural,0,1,0,0,0,1,1,1
2001,450000,1000,Kia,gasolina,manual,4x2,publico,rural,1,1,1,0,1,1,1,1
2006,363071,1200,Chevrolet,gasolina,manual,4x2,publico,rural,1,1,0,1,1,1,0,1
1999,384770,1500,Honda,gasolina,automatica,4x2,particular,urbano,1,1,1,0,0,1,1,1
1999,374323,1800,Toyota,gas,automatica,4x2,particular,urbano,1,0,0,0,1,0,1,1
2014,57279,1500,Suzuki,gasolina,manual,4x2,particular,urbano,1,1,0,0,0,0,0,0
2007,216973,1600,Toyota,diesel,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
